turbine_id,origin,valid_at,lead_hour,power_norm,run_id,model_id,mode,provenance_status
T1,2026-01-31T18:00:00Z,2026-01-31T19:00:00Z,1,0.0195667886800697,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-01-31T20:00:00Z,2,0.010919074607107481,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-01-31T21:00:00Z,3,0.047500471773176636,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-01-31T22:00:00Z,4,0.01057741892443956,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-01-31T23:00:00Z,5,0.010001297468910363,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T00:00:00Z,6,0.010001297468910363,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T01:00:00Z,7,0.06410166442107436,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T02:00:00Z,8,0.3181344717732068,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T03:00:00Z,9,0.6511172690062413,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T04:00:00Z,10,0.8159957386495215,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T05:00:00Z,11,0.906203228522221,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T06:00:00Z,12,0.9217154828691649,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T07:00:00Z,13,0.8774144591669344,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T08:00:00Z,14,0.8774144591669344,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T09:00:00Z,15,0.854100042074616,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T10:00:00Z,16,0.8250693913547423,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T11:00:00Z,17,0.7443184673834659,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T12:00:00Z,18,0.7016436078737346,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T13:00:00Z,19,0.8159957386495215,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T14:00:00Z,20,0.8340855563578548,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T15:00:00Z,21,0.8986718395968637,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T16:00:00Z,22,0.8986718395968637,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T17:00:00Z,23,0.9232483122531135,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-01T18:00:00Z,24,0.9107877883570776,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T19:00:00Z,1,0.010301445237540003,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T20:00:00Z,2,0.010855926508843797,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T21:00:00Z,3,0.03800119485175809,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T22:00:00Z,4,0.010855926508843797,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T23:00:00Z,5,0.01005651936154835,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T00:00:00Z,6,0.010234922619829955,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
