turbine_id,origin,valid_at,lead_hour,power_norm,run_id,model_id,mode,provenance_status
T1,2026-01-31T18:00:00Z,2026-01-31T19:00:00Z,1,0.013411050080159435,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-01-31T20:00:00Z,2,0.012523936527461758,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-01-31T21:00:00Z,3,0.01286559221012968,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-01-31T22:00:00Z,4,0.010254980866220407,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-01-31T23:00:00Z,5,0.010254980866220407,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T00:00:00Z,6,0.010254980866220407,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T01:00:00Z,7,0.011686420719674113,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T02:00:00Z,8,0.02030279546074557,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T03:00:00Z,9,0.049446989376198826,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T04:00:00Z,10,0.23421996048464636,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T05:00:00Z,11,0.44451751697510405,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T06:00:00Z,12,0.5831557355972384,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T07:00:00Z,13,0.5791934485411206,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T08:00:00Z,14,0.6132597935824334,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T09:00:00Z,15,0.5791934485411206,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T10:00:00Z,16,0.511072665507281,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T11:00:00Z,17,0.2587630060873346,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T12:00:00Z,18,0.15507224963103097,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T13:00:00Z,19,0.15507224963103097,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T14:00:00Z,20,0.17603935759294362,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T15:00:00Z,21,0.23421996048464636,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T16:00:00Z,22,0.19513710049224012,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T17:00:00Z,23,0.19513710049224012,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T1,2026-01-31T18:00:00Z,2026-02-01T18:00:00Z,24,0.23421996048464636,2026-01-30T00:00,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,provider_documented
T2,2026-01-31T18:00:00Z,2026-01-31T19:00:00Z,1,0.011058427682067691,2026-01-30T00:00,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,provider_documented
